Nombre,Nivel,Domicilio,Barrio,point_x,point_y
Jardín de Infantes Nucleado C (EPCjs 05/11°) Herminia Brumana,Inicial Común,Portela 734,FLORES,99378.076896300000953,98817.376914499996928
Jardín de Infantes Nucleado B (EPCjc 01/11°),Inicial Común,Cnel. Ramón L. Falcón 4126,VELEZ SARSFIELD,97980.069663699992816,99292.435657099995296
Esc. Primaria Común N° 01 José Alfredo Ferreira,Primario Común,Cnel. Ramón L. Falcón 4126,VELEZ SARSFIELD,97980.069663699992816,99292.435657099995296
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 03,Otros Servicios Educativos de la modalidad Común,Avda. Gral. Las Heras 3084,RECOLETA,105265.455281000002287,105101.130306999999448
Jardín de Infantes Nucleado B (EPCjc 02/11°),Inicial Común,Cnel. Ramón L. Falcón 4151,VELEZ SARSFIELD,97912.069397300001583,99317.438527699996484
Esc. Primaria Común N° 02 Maximio S. Victoria,Primario Común,Cnel. Ramón L. Falcón 4151,VELEZ SARSFIELD,97912.069397300001583,99317.438527699996484
Jardín de Infantes Nucleado B (EPCjc 03/11°),Inicial Común,Mariano Acosta 45,VELEZ SARSFIELD,98248.010959799998091,99452.424709300001268
Esc. Primaria Común N° 03 Angela M. de Caviglia,Primario Común,Mariano Acosta 45,VELEZ SARSFIELD,98248.010959799998091,99452.424709300001268
Jardín de Infantes Común N° 02/11°,Inicial Común,Avda. San Pedrito 1415 / 25,FLORES,100471.072375000003376,98201.330949600000167
Esc. Primaria Común N° 06 Dr. Carlos Vaz Ferreira,Primario Común,Varela 1040,FLORES,100508.098035000002710,98795.329411300001084
Jardín de Infantes Nucleado D (EPCjs 07/11°) Sin Fronteras,Inicial Común,Pumacahua 1247,PARQUE CHACABUCO,101339.807696000003489,99022.797603400002117
Jardín de Infantes Nucleado D (EPCjc 03/12°) [Sede],Inicial Común,Bacacay 3732,FLORESTA,98413.101521300006425,99849.417570000005071
Esc. Primaria Común N° 03 Emilio Giménez Zapiola,Primario Común,Joaquín V. González 180,FLORESTA,98413.101521300006425,99849.417570000005071
Centro Educativo Complementario de Idiomas Extranjeros N° 12,Otros Servicios Educativos de la modalidad Común,Joaquín V. González 180,FLORESTA,98413.101521300006425,99849.417570000005071
Jardín de Infantes Nucleado A (EPCjs 04/12°) [Sede],Inicial Común,Caracas 1249,VILLA GRAL. MITRE,99600.444674200000009,101509.368042999994941
Esc. Primaria Común N° 04 Provincia de La Pampa,Primario Común,Caracas 1249,VILLA GRAL. MITRE,99600.444674200000009,101509.368042999994941
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 05,Otros Servicios Educativos de la modalidad Común,Caracas 1245,VILLA GRAL. MITRE,99600.444674200000009,101509.368042999994941
Esc. Primaria Común N° 05 República de El Salvador,Primario Común,Gral. José Gervasio de Artigas 878,FLORES,99518.170805700006895,100987.371236000006320
Esc. Primaria Común N° 06 Dr. Alfredo L. Palacios,Primario Común,Caracas 2057,VILLA GRAL. MITRE,99037.166536100005032,102456.115533000003779
Jardín de Infantes Nucleado B (EPCjs 07/12°),Inicial Común,San Blas 2962,VILLA SANTA RITA,98226.186854600004153,101968.425610999998753
Esc. Primaria Común N° 07 Jorge Newbery,Primario Común,San Blas 2962,VILLA SANTA RITA,98226.186854600004153,101968.425610999998753
Jardín de Infantes Nucleado B (EPCjc 08/12°) [Sede],Inicial Común,Gral. César Díaz 3050,VILLA SANTA RITA,98339.172214299993357,101566.420842999999877
Esc. Primaria Común N° 08 Quintino Bocayuva,Primario Común,Gral. César Díaz 3050,VILLA SANTA RITA,98339.172214299993357,101566.420842999999877
Jardín de Infantes Nucleado D (EPCjs 09/12°),Inicial Común,Bacacay 3542,FLORESTA,98590.107282900004066,99905.410147999995388
Esc. Primaria Común N° 09 Lic. Don Mauro Fernández,Primario Común,Bacacay 3542,FLORESTA,98590.107282900004066,99905.410147999995388
Jardín de Infantes Común N° 03/12° Banderín,Inicial Común,Mercedes 1465,FLORESTA,97293.124419800005853,100914.464768999998341
Esc. Primaria Común N° 10 Cnel. de Marina Leonardo Rosales,Primario Común,Mercedes 1405 / 65,FLORESTA,97293.124419800005853,100914.464768999998341
Jardín de Infantes Nucleado C (EPCjs 11/12°)(Sede),Inicial Común,Dr. Luis Beláustegui 3751,FLORESTA,97786.130799399994430,100838.444036000000779
Esc. Primaria Común N° 11 Andrés Bello,Primario Común,Dr. Luis Beláustegui 3751,FLORESTA,97786.130799399994430,100838.444036000000779
Esc. Primaria Común N° 16 John F. Kennedy,Primario Común,Bruselas 721,VERSALLES,94519.034075899995514,100048.581103000004077
Jardín de Infantes Común N° 02/12° Jardín del Angel Gris,Inicial Común,Avda. Avellaneda 2555,FLORES,99620.154603799979668,100554.366957000005641
Esc. Primaria Común N° 12 Provincia del Chaco,Primario Común,Avda. Avellaneda 2547,FLORES,99620.154603799979668,100554.366957000005641
Jardín de Infantes Común N° 04/12° Convención Internacional sobre los Derechos del Niño,Inicial Común,Avda. Gaona 3299,VILLA GRAL. MITRE,99196.897164699985296,101204.922298000004957
Esc. Primaria Común N° 14 Enrique G. Parker,Primario Común,Condarco 1129,VILLA GRAL. MITRE,99196.897164699985296,101204.922298000004957
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 19,Otros Servicios Educativos de la modalidad Común,Condarco 1129,VILLA GRAL. MITRE,99196.897164699985296,101204.922298000004957
Inst. Privado Divino Rostro,Inicial Común - Primario Común - Secundario Común,Avda. Angel Gallardo y Leopoldo Marechal,CABALLITO,102210.992994999993243,102691.711402999993879
Colegio Buenos Aires S.R.L.,Inicial Común - Primario Común - Secundario Común,Acevedo 357,VILLA CRESPO,101964.394297999999253,103434.081428000004962
Inst. Sta. Brígida,Inicial Común - Primario Común - Secundario Común,Avda. Gaona 2068,CABALLITO,100568.263965000005555,101861.738779000006616
Inst. San Román,Inicial Común - Primario Común - Secundario Común,Migueletes 2039,BELGRANO,101526.509120999995503,108112.287582999997539
Inst. Superior Edusalud de Ciencias de la Salud,Superior No Universitario Común,Conesa 2906,BELGRANO,99467.717591299995547,107912.427135000005364
Jardín Maternal N°15/19°,Inicial Común,Avda. Riestra 3300,VILLA SOLDATI,100922.518311000021640,96889.851197099997080
Esc. Primaria Común N° 14 Cornelio Saavedra,Primario Común,Sarmiento 2250,BALVANERA,105876.362670999995316,102612.104376000002958
Esc. Primaria Común N° 01 Juan José Castelli,Primario Común,Ayacucho 1680,RECOLETA,106464.448516999997082,104383.079840000005788
Inst. Divina Providencia,Inicial Común - Primario Común - Secundario Común,Arias 2915,SAAVEDRA,98567.510976100005792,109525.411936999997124
Inst. Ntra. Sra. del Carmen,Inicial Común - Primario Común - Secundario Común,Roque Pérez 2786,COGHLAN,99061.141862200005562,107464.852846999987378
Inst. Sta. Clara de Asís,Inicial Común - Primario Común - Secundario Común,Manuela Pedraza 3850,COGHLAN,98502.712838599996758,107885.019310000003316
Inst. Pestalozzi,Inicial Común - Primario Común - Secundario Común,Cap. Gral. Ramón Freire 1824,BELGRANO,100039.717388000004576,106709.686054000005242
Escuela Infantil N° 04/13°,Inicial Común,Basualdo 2850,VILLA LUGANO,98958.129383599996800,96216.850621499994304
Escuela Argentina General Belgrano,Inicial Común - Primario Común - Secundario Común,Avda. Monroe 3021,BELGRANO,99719.006676999997580,107552.438540999995894
Escuela Italiana Cristóforo Colombo,Inicial Común - Primario Común - Secundario Común,Ramsay 2251,BELGRANO,101985.545954000001075,108779.268261000004713
Esc. Primaria Común N° 18 Comodoro Clodomiro Urtubey,Primario Común,Alejandro Magariños Cervantes 1556,VILLA GRAL. MITRE,99977.251256000003195,102691.352197000000160
Esc. Primaria Común N° 19 Galicia,Primario Común,Luis Viale 1052,CABALLITO,100865.155777000007220,102381.613734999991721
Centro de Formación Profesional N° 06 Ctro Integral de Form Prof p/Adolescentes (CIFPA),Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Asamblea 153,PARQUE CHACABUCO,103192.192876999994041,99811.216795100001036
Jardín de Infantes Integral N° 02/08° Jorge Eduardo Coll,Inicial Común,Hipólito Yrigoyen 4238,ALMAGRO,103316.271187999998801,101619.211844000004930
Jardín de Infantes Integral N° 01/08° Ciudad de Buenos Aires,Inicial Común,Avda. Eva Perón 1502,PARQUE CHACABUCO,101575.150714000003063,99555.284757400004310
Liceo N° 12 Fray Mamerto Esquiú,Secundario Común,Avda. José María Moreno 345,CABALLITO,102526.223295999996481,100844.244867999994312
Esc. de Comercio N° 19 Juan Montalvo,Secundario Común,Formosa 136,CABALLITO,102996.237605999995139,100968.225195000006352
Liceo N° 02 Amancio Alcorta,Secundario Común,Avda. Rivadavia 4950,CABALLITO,102513.241945000001579,101294.245532999993884
Esc. Primaria Común N° 02 Domingo Faustino Sarmiento,Primario Común,Avda. Pte. Manuel Quintana 31/07,RETIRO,107142.451992999995127,104152.051370999994106
Esc. de Educacion Media N° 06/01° Padre Carlos Mugica,Secundario Común,Letonia y Avda. Antártida Argentina,RETIRO,108489.068524000002071,104642.811744999999064
Esc. de Educacion Media N° 07/04° Escuela de la Ribera,Secundario Común,Aristóbulo del Valle 471,BOCA,109282.302904000011040,99609.960969399995520
Esc. Técnica N° 30 Dr. Norberto Piñero,Secundario Común,Jerónimo Salguero 920,ALMAGRO,103997.357971000004909,103370.183365999997477
Esc. Politécnica Manuel Belgrano,Secundario Común,Bolívar 346,MONTSERRAT,108205.627053000003798,101974.773528999998234
Esc. Domiciliaria N° 02,Otros Servicios Educativos de la modalidad Común,Castro 1185/87,BOEDO,103892.834805999998935,100283.582972000003792
Jardín de Infantes Integral N° 01/12° Rita Latallada de Victoria,Inicial Común,Joaquín V. González 307,FLORESTA,98386.107384200004162,100002.418661000003340
Esc. Técnica N° 01 Ing. Otto Krause,Secundario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Paseo Colón 650,MONTSERRAT,108618.373560000007274,101600.989100999999209
Esc. Primaria Común N° 16 Dr. Tomás A. Le Bretón,Primario Común,Gral. Eugenio Garzón 4346,PARQUE AVELLANEDA,98266.018910300001153,97951.423441699997056
Jardín de Infantes Integral N° 10/19° (sede),Inicial Común,José Barros Pazos 3610,VILLA SOLDATI,101125.837186000004294,96330.952428599994164
Instituto de Formación Técnica Superior N° 14,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Juncal 1258,RETIRO,107101.152954000004684,104079.229512000005343
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 04,Otros Servicios Educativos de la modalidad Común,Avda. Pte. Manuel Quintana 31,RETIRO,107142.451992999995127,104152.051370999994106
Esc. Primaria Común N° 11 Ponciano Vivanco,Primario Común,Olíden 2851,VILLA LUGANO,97532.926288000002387,96086.454039799995371
Jardín de Infantes Nucleado A (EPCjc 12/13°),Inicial Común,Larraya 2055,MATADEROS,97132.952530299997306,96895.470921999993152
Esc. Primaria Común N° 12 Presbítero Prof. V. Montes Carballo,Primario Común,Larraya 2055,MATADEROS,97132.952530299997306,96895.470921999993152
Jardín de Infantes Nucleado B (EPCjs 13/13°),Inicial Común,Bragado 5350,MATADEROS,96821.986428999996861,97846.484142100001918
Esc. Primaria Común N° 13 Prof. Luz Vieira Méndez,Primario Común,Bragado 5350,MATADEROS,96821.986428999996861,97846.484142100001918
Esc. Primaria Común N° 14 José Antonio Cabrera,Primario Común,San Pedro 5845,MATADEROS,97245.948293200010085,96743.466149900006712
Jardín de Infantes Común N° 02/13°,Inicial Común,Avda. Tte. Gral. Dellepiane 4750,VILLA LUGANO,99139.955449899993255,96034.386452599996119
Esc. Primaria Común N° 15 República Argentina,Primario Común,Avda. Castañares 4689,VILLA LUGANO,99139.955449899993255,96034.386452599996119
Jardín de Infantes Nucleado C (EPCjs 16/13°) Niños Latinoamericanos,Inicial Común,Gral. Eugenio Garzón 4346,PARQUE AVELLANEDA,98266.018910300001153,97951.423441699997056
Jardín de Infantes Nucleado C (EPCjc 18/13°) Niños Latinoamericanos,Inicial Común,San Pedro 4457,PARQUE AVELLANEDA,98352.017435600006138,97875.419906199997058
Esc. Primaria Común N° 18 Dra. Elvira Rawson de Dellepiane,Primario Común,San Pedro 4457,PARQUE AVELLANEDA,98352.017435600006138,97875.419906199997058
Esc. Primaria Común N° 03 Dr. Onésimo Leguizamón,Primario Común,Avda. Santa Fe 1510,RECOLETA,106798.428104999999050,103743.065751999994973
Esc. de Comercio N° 28 Abraham Lincoln,Secundario Común,Valdenegro 3523,SAAVEDRA,97487.832581700000446,107521.503133999998681
Esc. Técnica N° 31 Maestro Quinquela,Secundario Común,Avda. Don Pedro de Mendoza 1777,BOCA,109428.279376999998931,98980.954810900002485
Centro de Actividades Infantiles y Juveniles Mataderos,Otros Servicios Educativos de la modalidad Común,Avda. Piedra Buena 3100 y Avda. Eva Perón,VILLA LUGANO,96971.890125299993088,95486.477528000003076
Instituto de Formación Técnica Superior N° 28,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Bartolomé Mitre 3560,ALMAGRO,104208.309078000005684,102107.174369000000297
Jardín de Infantes Común N° 03/16° Mafalda,Inicial Común,Fernández de Enciso 4451,VILLA DEVOTO,95536.213409199990565,103845.538798999987193
Esc. Primaria Común N° 01 Dr. Delfín Gallo,Primario Común,Fernández de Enciso 4451,VILLA DEVOTO,95536.213409199990565,103845.538798999987193
Jardín de Infantes Nucleado B (EPCjc 02/16°) Juana Azurduy [Sede ],Inicial Común,Avda. San Martín 6387,VILLA DEVOTO,96160.231007199996384,103976.512585999997100
Esc. Primaria Común N° 02 República de Panamá,Primario Común,Avda. San Martín 6387,VILLA DEVOTO,96160.231007199996384,103976.512585999997100
Esc. Primaria Común N° 23 Bernardino Rivadavia,Primario Común,Larrea 854,RECOLETA,105529.392231999998330,103477.119097000002512
Esc. Primaria Común N° 24 C. y F. Pizarro y M. Pizarro y Monje,Primario Común,Peña 2670,RECOLETA,105604.441074000002118,104605.116003999995883
Esc. Primaria Común N° 25 Bandera Argentina,Primario Común,Letonia y Avda. Antártida Argentina,RETIRO,108520.580050999997184,104688.866095000004862
Esc. de Educación Media N° 06/05°,Secundario Común,Rio Cuarto y Montesquieu - Avda. Gral. Iriarte alt. 3501,BARRACAS,106018.521863999994821,97466.801160300004994
Esc. Primaria Común N° 26 Adolfo Van Gelderen,Primario Común,Jerónimo Salguero 2455,PALERMO,104828.683676000000560,105175.753708000003826
Jardín de Infantes Común N° 04/21° José Libertella,Inicial Común,José Ignacio Rucci 3961,VILLA LUGANO,98347.888044599996647,94797.419581399983144
Esc. Primaria Común N° 08 Judith y Demetrio Demarchi,Primario Común,José Ignacio Rucci 3961,VILLA LUGANO,98347.888044599996647,94797.419581399983144
Centro Educativo Complementario de Idiomas Extranjeros N° 25,Otros Servicios Educativos de la modalidad Común,Jose Ignacio Rucci 3961,VILLA LUGANO,98347.888044599996647,94797.419581399983144
Jardín de Infantes Común N° 03/21° Amalia Figueredo,Inicial Común,Berón de Astrada 5920,VILLA LUGANO,99932.157553500001086,93438.704516800004058
Esc. Primaria Común N° 09 Hector Panizza,Primario Común,Berón de Astrada 5920,VILLA LUGANO,99932.157553500001086,93438.704516800004058
Jardín de Infantes Común N° 07/21°,Inicial Común,Avda. Larrazábal 5001,VILLA LUGANO,99904.892503800001577,94183.354044299994712
Esc. Primaria Común N° 10 Italo Americo Foradori,Primario Común,Avda. Larrazábal 5001,VILLA LUGANO,99904.892503800001577,94183.354044299994712
Jardín de Infantes Nucleado C (EPCjs 13/21°),Inicial Común,Avda. Piedra Buena 4863,VILLA RIACHUELO,98782.232256300005247,93613.624016200003098
Centro de Formación Profesional N° 13 ASIMRA,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Tucumán 1647,SAN NICOLAS,106641.466004999994766,103099.907793000005768
Esc. Primaria Común N° 04 De Catedral al Norte José Manuel Estrada,Primario Común,Reconquista 461,SAN NICOLAS,108283.426802999994834,103024.003351999999722
Jardín de Infantes Integral N¬ 13/09°,Inicial Común,Rodríguez Peña 747,SAN NICOLAS,106550.402564000003622,103250.076117000018712
Esc. Técnica N° 37 Hogar Naval Stella Maris,Secundario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Pergamino 211,FLORESTA,99035.092838800002937,99354.391372700003558
Esc. Técnica de Jardínería Cristóbal M. Hicken,Secundario Común,Avda. Gral. Las Heras 4078,PALERMO,104232.442951000004541,105284.173681000000215
Centro de Formación Profesional N° 14 Eduardo Vicente - UTE,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Bartolomé Mitre 1984,BALVANERA,106237.324888000002829,102376.635504999998375
Colegio N° 03 Mariano Moreno,Secundario Común,Avda. Rivadavia 3577,ALMAGRO,104208.309078000005684,102107.174369000000297
Esc. Primaria Común N° 07 Del Centenario,Primario Común,Río de Janeiro 986,CABALLITO,102801.400775999994949,102812.362452999994275
Instituto de Formación Técnica Superior N° 08,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Rivadavia 1453 1° piso,SAN NICOLAS,106952.371624999999767,102326.059148000000278
Instituto de Formación Técnica Superior N° 13,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Juan Bautista Alberdi 163,CABALLITO,102980.231132000000798,100820.225818999999319
Jardín de Infantes Nucleado A (EPCjs 09/02°) [Sede],Inicial Común,El Salvador 4037,PALERMO,103917.781707999994978,104109.186409999994794
Esc. Primaria Común N° 05 Nicolás Rodríguez Peña,Primario Común,Rodríguez Peña 747,SAN NICOLAS,106550.402564000003622,103250.076117000018712
Centro de Estudios Organizacionales,Superior No Universitario Común,Bartolomé Mitre 1970,BALVANERA,106258.286470999999437,102377.610427000006894
Esc. Primaria Común N° 09 Cnel. Genaro Berón de Astrada,Primario Común,El Salvador 4037,PALERMO,103917.781707999994978,104109.186409999994794
Jardín de Infantes Común N° 01/02°,Inicial Común,Arenales 2733,RECOLETA,105348.417392999996082,104161.126688000003924
Esc. Primaria Común N° 10 Gregoria Perez,Primario Común,Arenales 2733,RECOLETA,105348.417392999996082,104161.126688000003924
Esc. Primaria Común N° 11 Provincia de Jujuy,Primario Común,Obrero Roberto Núñez 4355,ALMAGRO,103316.325876000002609,102921.211932999984128
Esc. Primaria Común N° 14 Juan Martín de Pueyrredón,Primario Común,Avda. Pueyrredón 630,BALVANERA,105268.366540000002715,102985.129983000006177
Esc. Primaria Común N° 16 Presidente Mitre,Primario Común,Sarmiento 2832,BALVANERA,105170.346317000003182,102550.134065999998711
Esc. Primaria p/Adultos N° 16 Presidente Mitre,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Sarmiento 2832,BALVANERA,105170.346317000003182,102550.134065999998711
Jardín de Infantes Nucleado C (EPCjc 17/02°) [Sede],Inicial Común,Avda. Angel Gallardo 250,CABALLITO,102477.306517000004533,102849.247195000003558
Inst. de Natación y Deportes,Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,El Salvador 5470,PALERMO,102603.434114000017871,105016.204780999993091
Esc. Primaria Común N° 06 French y Beruti,Primario Común,Basavilbaso 1295,RETIRO,107860.462350999994669,104066.021206000004895
Colegio N° 19 Luis Pasteur,Secundario Común,Navarro 4344,VILLA DEVOTO,95404.162326899997424,102689.544246999983443
Esc. Primaria Común N° 17 Presidente Uriburu,Primario Común,Avda. Angel Gallardo 246,CABALLITO,102477.306517000004533,102849.247195000003558
Centro Educativo de Nivel Secundario N° 05 (sede),Secundario de Jóvenes y Adultos,Bartolomé Mitre 970,SAN NICOLAS,107565.996782000001986,102481.532888999994611
Centro Educativo de Nivel Secundario N° 62,Secundario de Jóvenes y Adultos,Bartolomé Mitre 970 3° piso,SAN NICOLAS,107565.996782000001986,102481.532888999994611
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (sede) - SEC,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Bartolomé Mitre 970 3° piso,SAN NICOLAS,107565.996782000001986,102481.532888999994611
Esc. Primaria Común N° 23 Tomás Manuel de Anchorena,Primario Común,Dr. Tomás Manuel de Anchorena 855,BALVANERA,104996.379771000007167,103426.141438000006019
Esc. Primaria Común N° 14 Gral. Mariano Necochea,Primario Común,Pte. Luis Sáenz Peña 463,MONTSERRAT,106885.897536999997101,101718.443990999992820
Jardín de Infantes Nucleado A (EPCjc 08/01°),Inicial Común,Talcahuano 680,SAN NICOLAS,107084.411368999994011,103211.053723999997601
Esc. Primaria Común N° 08 Nicolás Avellaneda,Primario Común,Talcahuano 680,SAN NICOLAS,107084.411368999994011,103211.053723999997601
Jardín de Infantes Nucleado A (EPCjc 09/01°),Inicial Común,Tte. Gral. Juan Domingo Perón 1140,SAN NICOLAS,107344.935763000001316,102598.815463999999338
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 02,Otros Servicios Educativos de la modalidad Común,Dr. Tomás Manuel de Anchorena 855,BALVANERA,104996.379771000007167,103426.141438000006019
Esc. Primaria Común N° 24 Provincia de Catamarca,Primario Común,Jean Jaurés 870,BALVANERA,105052.374033000000054,103264.139045000003534
Esc. Primaria Común N° 13 República Islámica de Irán,Primario Común,José Antonio Cabrera 3484,RECOLETA,104351.376386000018101,103645.168533000018215
Liceo N° 01 José Figueroa Alcorta,Secundario Común,Avda. Santa Fe 2778,RECOLETA,105201.411399999997229,104084.132933999993838
Esc. Primaria Común N° 04 Amadeo Jacques,Primario Común,Soler 3929,PALERMO,104180.396672999995644,104206.175818999981857
Inst. de Tiempo Libre y Recreación,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Santa Fe 2778,RECOLETA,105201.411399999997229,104084.132933999993838
Esc. Primaria Común N° 09 Familia de Cabezón,Primario Común,Tte. Gral. Juan Domingo Perón 1140,SAN NICOLAS,107344.935763000001316,102598.815463999999338
Jardín de Infantes Nucleado B (EPCjc 10/01°),Inicial Común,Lavalle 2366,BALVANERA,105716.371622000006028,102899.111120000001392
Esc. Primaria Común N° 10 Presidente Manuel Quintana,Primario Común,Lavalle 2366,BALVANERA,105716.371622000006028,102899.111120000001392
Inst. Superior del Prof. Dr. Joaquín V. González,Superior No Universitario Común,Ayacucho 632,BALVANERA,106144.525261999995564,103095.071284999998170
Colegio N° 06 Manuel Belgrano,Secundario Común,Ecuador 1158,RECOLETA,105297.396252000005916,103679.128802999985055
Instituto de Formación Técnica Superior N° 17,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Viamonte 872 3° Piso,SAN NICOLAS,107674.424432999992860,103250.028909000000567
Esc. Técnica N° 32 Gral. José de San Martín,Secundario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Teodoro García 3899,CHACARITA,100732.367073999994318,105098.320653999995557
Esc. Primaria Común N° 02 Juan Larrea,Primario Común,Laprida 1235,RECOLETA,105063.400987000000896,103900.138641000012285
Jardín de Infantes Nucleado C (EPCjs 03/02°),Inicial Común,Lambaré 975,ALMAGRO,102990.321037000001525,102956.225632000001497
Esc. Primaria Común N° 03 Manuel Sola,Primario Común,Lambaré 975,ALMAGRO,102990.321037000001525,102956.225632000001497
Jardín de Infantes Nucleado A (EPCjs 04/02°),Inicial Común,Soler 3929,PALERMO,104180.396672999995644,104206.175818999981857
Esc. Primaria Común N° 05 Ursula Llames de Lapuente,Primario Común,Gral. Lucio Norberto Mansilla 3643,PALERMO,104391.405763000002480,104326.166953000007197
Centro Educativo Complementario de Idiomas Extranjeros N° 02,Otros Servicios Educativos de la modalidad Común,Gral. Lucio Norberto Mansilla 3643,PALERMO,104391.405763000002480,104326.166953000007197
Esc. Primaria Común N° 06 Gral. Martín Rodríguez,Primario Común,Dr. Tomás Manuel de Anchorena 441,BALVANERA,104791.348440999994637,102774.149974999992992
Jardín de Infantes Nucleado C (EPCjc 07/02°),Inicial Común,Río de Janeiro 946,CABALLITO,102801.400775999994949,102812.362452999994275
Centro Argentino de Educación Permanente CAEP,Superior No Universitario Común,Riobamba 1059,RECOLETA,106246.961966999995639,103683.681702000001678
Esc. de Educacion Media N° 04/19° Homero Manzi,Secundario Común,Avda. Sáenz 631,NUEVA POMPEYA,104246.221932999993442,98084.172466899995925
Instituto de Formación Técnica Superior N° 26,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Estados Unidos 3141,SAN CRISTOBAL,104839.272990000012214,100956.147813999996288
Esc. Primaria Común N° 01 Alte. Guillermo Brown,Primario Común,Aristóbulo del Valle 471,BOCA,109282.302904000011040,99609.960969399995520
Esc. Técnica N° 13 Ing. José Luis Delpini,Secundario Común,Cnel. Martiniano Chilavert 5460,VILLA LUGANO,99559.899055100002442,94499.368669100003899
Esc. Primaria Común N° 02 Carlos Ramón Vignale,Primario Común,Wenceslao Villafañe 453,BOCA,109260.306674000006751,99710.961874600005103
Esc. Primaria Común N° 04 José Jacinto Berrutti,Primario Común,Benito Quinquela Martín 1081,BOCA,108911.252993000001879,98591.976434900003369
Colegio N° 05 Bartolomé Mitre,Secundario Común,Valentín Gómez 3163,BALVANERA,104821.347406000000774,102736.148709000000963
Colegio N° 14 Juan José Paso,Secundario Común,Valentín Gómez 3163,BALVANERA,104821.347406000000774,102736.148709000000963
Esc. de Educacion Media N° 05/21° Juan Manuel Fangio,Secundario Común,Berón de Astrada 6351,VILLA RIACHUELO,99589.841415899994900,93111.367130300001008
Esc. Normal Superior N° 06 Vicente Lopez y Planes,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Güemes 3859,PALERMO,104276.421312000005855,104749.171791999993729
Inst. Superior del Prof. de Educación Especial,Superior No Universitario Común,Holmberg 2754,VILLA URQUIZA,98481.193227399999159,106961.339282999993884
Esc. Primaria Común N° 11 Dr. Ricardo Gutiérrez,Primario Común,Pte. Luis Sáenz Peña 1215,CONSTITUCION,106914.306156000006013,100784.060576999996556
Centro Educativo Complementario de Idiomas Extranjeros N° 03,Otros Servicios Educativos de la modalidad Común,Pte. Luis Sáenz Peña 1215,CONSTITUCION,106914.306156000006013,100784.060576999996556
Instituto de Formación Técnica Superior N° 21,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Carlos Spegazzini 450,ALMAGRO,103336.255034999994677,101225.210957000002963
Jardín de Infantes Nucleado B (EPCjs 15/03°),Inicial Común,México 2383,BALVANERA,105749.313336999999592,101495.109603999982937
Esc. Primaria Común N° 15 Francisco Narciso de Laprida,Primario Común,México 2383,BALVANERA,105749.313336999999592,101495.109603999982937
Inst. Superior Facultar,Superior No Universitario Común,Viamonte 2518,BALVANERA,105486.917346999995061,103171.162622999996529
Esc. Primaria Común N° 16 Eustaquio Cardenas,Primario Común,Salta 1226,CONSTITUCION,107325.313880000001518,100784.585086999999476
Jardín de Infantes Nucleado A (EPCjc 21/03°) Francisco Canaro,Inicial Común,Cochabamba 1834,SAN CRISTOBAL,106524.289721000008285,100575.076912000004086
Esc. Primaria Común N° 21 Carlos Pellegrini,Primario Común,Avda. Entre Ríos 1341,SAN CRISTOBAL,106524.289721000008285,100575.076912000004086
Jardín de Infantes Integral N° 01/03°,Inicial Común,Humberto I° 1573,CONSTITUCION,106828.311027999996440,100941.064259999999194
Jardín de Infantes Nucleado A (EPCjs 22/03°) Francisco Canaro,Inicial Común,Avda. Entre Ríos 1359,SAN CRISTOBAL,106524.289721000008285,100575.076912000004086
Esc. Primaria Común N° 22 Carlos Pellegrini,Primario Común,Avda. Entre Ríos 1359,SAN CRISTOBAL,106524.289721000008285,100575.076912000004086
